City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Grand Gaube,MU,-20.0064,57.6608,70.2,65,73,8.01,broken clouds
451,Lufilufi,WS,-13.8745,-171.5986,71.38,78,63,17.2,light rain
452,Redlands,US,34.0556,-117.1825,87.93,43,0,0.0,haze
453,Shelburne,CA,44.0787,-80.2041,67.91,39,10,8.84,clear sky
454,Kununurra,AU,-15.7667,128.7333,51.78,66,59,0.0,broken clouds
455,Qingdao,CN,36.0986,120.3719,78.4,94,65,8.95,mist
456,Inirida,CO,3.8653,-67.9239,81.9,74,99,3.13,overcast clouds
457,Krasnoshchekovo,RU,51.6708,82.7289,58.55,92,100,2.28,overcast clouds
458,Yar-Sale,RU,66.8333,70.8333,61.52,61,54,7.52,broken clouds
459,Kedougou,SN,12.5579,-12.1743,90.18,62,75,4.61,broken clouds
460,Puerto Madryn,AR,-42.7692,-65.0385,57.38,32,96,20.83,overcast clouds
461,Lavrentiya,RU,65.5833,-171.0,46.89,89,100,6.78,overcast clouds
462,Semey,KZ,50.4111,80.2275,67.53,60,39,5.88,scattered clouds
463,Ondjiva,AO,-17.0667,15.7333,76.5,22,0,1.19,clear sky
464,Itanhaem,BR,-24.1831,-46.7889,72.84,67,11,5.12,few clouds
465,Nicolas Bravo,MX,18.45,-88.9167,87.78,52,81,6.06,broken clouds
466,Zhigansk,RU,66.7697,123.3711,48.02,85,51,9.01,broken clouds
467,Port Hueneme,US,34.1478,-119.1951,80.51,87,100,0.0,mist
468,Manhattan,US,40.7834,-73.9662,84.27,52,0,12.66,clear sky
469,Huangchuan,CN,32.1272,115.0394,81.75,85,10,6.96,clear sky
470,Tucuma,BR,-0.1833,-50.05,85.51,61,20,7.14,few clouds
471,Tual,ID,-5.6667,132.75,79.92,82,100,21.14,overcast clouds
472,Kostomuksha,RU,64.571,30.5767,60.58,67,100,9.17,overcast clouds
473,Wagga Wagga,AU,-35.1167,147.3667,36.01,93,100,0.0,overcast clouds
474,Kondinskoye,RU,59.6481,67.41,76.6,60,61,6.17,broken clouds
475,Qaqortoq,GL,60.7167,-46.0333,44.71,90,100,4.09,overcast clouds
476,Conceicao Do Araguaia,BR,-8.2578,-49.2647,94.91,27,4,8.39,clear sky
477,Teknaf,BD,20.8624,92.3058,81.01,87,95,11.41,overcast clouds
478,Acapulco,MX,16.8634,-99.8901,85.82,70,40,3.44,scattered clouds
479,Victor Harbor,AU,-35.5667,138.6167,43.68,83,0,3.94,clear sky
480,Xining,CN,36.6167,101.7667,63.41,79,87,3.65,overcast clouds
481,Faanui,PF,-16.4833,-151.75,77.88,77,82,21.16,light rain
482,Cururupu,BR,-1.8283,-44.8683,86.77,54,30,7.07,scattered clouds
483,Port Keats,AU,-14.25,129.55,65.34,37,17,13.04,few clouds
484,Pitimbu,BR,-7.4706,-34.8086,82.99,70,38,14.36,scattered clouds
485,Moog,PH,8.6011,124.4658,76.32,87,100,4.43,overcast clouds
486,Monrovia,LR,6.3005,-10.7969,76.3,88,97,11.9,moderate rain
487,Tonantins,BR,-2.8731,-67.8022,79.65,91,58,3.85,broken clouds
488,Phitsanulok,TH,16.9167,100.5,72.82,99,100,4.7,overcast clouds
489,Dudinka,RU,69.4058,86.1778,54.63,93,100,12.17,light rain
490,Savona,IT,44.3,8.2667,85.03,56,60,5.82,broken clouds
491,Hannibal,US,39.7084,-91.3585,78.71,61,75,8.05,broken clouds
492,Troitskoye,RU,52.9821,84.6757,63.25,82,27,6.29,scattered clouds
493,Berbera,SO,10.4396,45.0143,88.84,43,81,29.66,broken clouds
494,Jieshi,CN,22.8134,115.8257,83.52,83,54,6.6,broken clouds
495,Kilindoni,TZ,-7.9139,39.6668,76.66,69,14,14.07,few clouds
496,Luganville,VU,-15.5333,167.1667,76.53,83,7,6.22,clear sky
497,Saveh,IR,35.0213,50.3566,95.18,12,0,8.46,clear sky
498,Vanderhoof,CA,54.0166,-124.0198,59.41,52,65,9.31,broken clouds
499,Manacapuru,BR,-3.2997,-60.6206,87.03,59,28,7.76,scattered clouds
500,Okhotsk,RU,59.3833,143.3,59.45,73,44,5.21,scattered clouds
501,Hobyo,SO,5.3505,48.5268,76.59,75,100,30.22,overcast clouds
502,Vardo,NO,70.3705,31.1107,51.78,82,20,9.22,few clouds
503,Doha,QA,25.2867,51.5333,97.11,66,0,4.61,clear sky
504,Siniscola,IT,40.5719,9.6922,85.55,33,0,8.37,clear sky
505,Robertsport,LR,6.7533,-11.3686,76.95,88,100,13.11,moderate rain
506,Marsh Harbour,BS,26.5412,-77.0636,83.28,70,8,9.13,clear sky
507,Raga,SS,8.4596,25.678,79.59,65,100,3.69,overcast clouds
508,Umm Lajj,SA,25.0213,37.2685,88.16,50,94,5.39,overcast clouds
509,Beloha,MG,-25.1667,45.05,66.78,64,0,13.04,clear sky
510,Prince Rupert,CA,54.3161,-130.3201,57.29,88,100,14.97,overcast clouds
511,Paka,MY,4.6374,103.4368,76.98,100,100,0.0,overcast clouds
512,Asau,RO,46.4333,26.4,76.28,48,92,10.09,overcast clouds
513,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.43,73,10,11.12,clear sky
514,Ngorongoro,TZ,-3.2397,35.4875,55.8,56,87,3.65,overcast clouds
515,Dobric,RS,44.7019,19.5814,77.81,31,62,9.08,broken clouds
516,La Ronge,CA,55.1001,-105.2842,70.05,78,75,6.91,broken clouds
517,Dalaba,GN,10.7,-12.25,73.31,78,31,3.38,moderate rain
518,Natal,BR,-5.795,-35.2094,84.42,70,75,21.85,broken clouds
519,Iquique,CL,-20.2208,-70.1431,62.64,68,79,3.51,broken clouds
520,Ulaangom,MN,49.9811,92.0667,64.51,53,95,4.59,overcast clouds
521,Linhares,BR,-19.3911,-40.0722,74.62,72,69,6.85,broken clouds
522,Hede,CN,33.7681,120.2517,79.9,87,3,8.37,moderate rain
523,Balakhninskiy,RU,58.0106,114.2769,56.01,96,100,2.28,overcast clouds
524,Deputatskiy,RU,69.3,139.9,36.01,90,64,3.06,broken clouds
525,Shawnee,US,39.05,-95.7669,80.46,77,40,9.22,scattered clouds
526,Fushe-Arrez,AL,42.0622,20.0167,62.6,75,42,9.17,scattered clouds
527,Nome,US,64.5011,-165.4064,51.87,82,0,0.0,clear sky
528,San Cristobal,VE,7.7669,-72.225,80.78,60,97,7.63,overcast clouds
529,Cortez,US,37.3489,-108.5859,83.7,25,0,0.0,clear sky
530,Korla,CN,41.7597,86.1469,81.27,24,77,19.73,broken clouds
531,Port Blair,IN,11.6667,92.75,82.44,83,100,8.05,light rain
532,Grindavik,IS,63.8424,-22.4338,58.95,100,100,21.85,overcast clouds
533,Starkville,US,33.4504,-88.8184,95.45,62,0,8.05,clear sky
534,Saint Anthony,US,45.0205,-93.218,78.87,57,0,11.5,clear sky
535,Eenhana,NA,-17.4667,16.3333,75.2,22,0,2.08,clear sky
536,Lata,PT,40.1629,-8.3327,98.49,14,0,12.46,clear sky
537,Loikaw,MM,19.6742,97.2094,69.19,95,100,3.71,overcast clouds
538,Hermiston,US,45.8404,-119.2895,76.71,51,0,3.44,clear sky
539,Tomohon,ID,1.3346,124.8392,67.14,93,86,2.82,overcast clouds
540,Barsovo,RU,61.1667,73.1667,78.93,79,65,3.62,light rain
541,Saint-Louis,SN,16.3333,-15.0,101.84,37,100,11.12,overcast clouds
542,Biak,ID,-0.9131,122.8766,74.84,90,98,4.76,overcast clouds
543,Santa Helena,BR,-2.2311,-45.3,86.34,55,48,4.76,scattered clouds
544,Vangaindrano,MG,-23.35,47.6,66.65,81,86,6.91,light rain
545,Quatre Cocos,MU,-20.2078,57.7625,69.91,65,95,21.47,overcast clouds
546,Defiance,US,41.3334,-84.45,76.1,64,0,11.5,clear sky
547,Alice Springs,AU,-23.7,133.8833,35.15,80,0,0.0,clear sky
548,Kodinsk,RU,58.6881,99.1844,56.52,74,79,2.21,broken clouds
549,Iberia,US,29.9502,-91.7507,91.96,70,20,9.22,few clouds
550,Mananjary,MG,-21.2167,48.3333,68.16,76,98,8.12,light rain
551,Pontianak,ID,-0.0333,109.3333,78.78,83,40,4.61,scattered clouds
552,Linqing,CN,36.8456,115.7117,75.13,83,73,11.14,broken clouds
553,Itainopolis,BR,-7.4469,-41.4783,91.6,24,4,11.61,clear sky
554,Orangeburg,US,33.4918,-80.8557,85.95,77,75,9.22,broken clouds
555,Macamic,CA,48.7502,-78.9996,65.57,57,0,5.88,clear sky
556,High Prairie,CA,55.4334,-116.4858,64.04,53,28,13.09,scattered clouds
557,Pop,UZ,40.8736,71.1089,84.69,19,41,9.53,scattered clouds
558,Coffs Harbour,AU,-30.3,153.1333,44.13,100,43,0.0,mist
559,Barnstead,US,43.334,-71.2928,77.67,46,0,5.82,clear sky
560,Phan Thiet,VN,10.9333,108.1,77.31,90,100,7.96,light rain
561,Astoria,US,46.1879,-123.8313,60.57,91,0,4.61,clear sky
562,Oga,IT,46.4631,10.347,74.7,36,47,7.76,scattered clouds
563,Nicoya,CR,10.1483,-85.452,82.96,76,75,4.59,broken clouds
564,Kerman,IR,30.2832,57.0788,93.06,11,0,13.8,clear sky
565,Pouebo,NC,-20.4,164.5667,74.3,89,31,8.46,scattered clouds
566,Itaituba,BR,-4.2761,-55.9836,89.76,62,40,10.36,scattered clouds
567,Setermoen,NO,68.861,18.3486,60.76,74,100,1.01,overcast clouds
568,Markova,UA,48.6758,24.4138,64.98,58,99,6.76,overcast clouds
569,Pacific Grove,US,36.6177,-121.9166,60.03,94,100,8.01,mist
570,Akdepe,TM,42.0551,59.3788,89.69,26,0,18.59,clear sky
571,Anshun,CN,26.25,105.9333,66.36,97,7,5.39,clear sky
572,Zyryanka,RU,65.75,150.85,47.17,86,95,3.06,overcast clouds
573,Kohlu,PK,29.8962,69.252,87.53,48,62,13.06,broken clouds
574,Coihaique,CL,-45.5752,-72.0662,36.21,100,100,1.79,overcast clouds
575,Myitkyina,MM,25.3833,97.4,77.77,92,10,0.83,clear sky
576,Barra Patuca,HN,15.8,-84.2833,82.81,80,24,11.61,few clouds
577,Shenjiamen,CN,29.9576,122.298,78.82,89,90,4.5,overcast clouds
578,Plum,US,40.5004,-79.7495,82.85,55,81,1.01,broken clouds
579,Banda Aceh,ID,5.5577,95.3222,81.5,79,100,14.58,overcast clouds
580,Hovd,MN,48.0056,91.6419,71.19,28,97,5.48,overcast clouds
581,Ranfurly,NZ,-45.1333,170.1,30.11,97,100,1.1,overcast clouds
582,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,78.53,38,64,8.39,broken clouds
583,Ponta Delgada,PT,37.7333,-25.6667,75.51,68,75,12.66,broken clouds
584,Oum Hadjer,TD,13.2954,19.6966,95.02,28,67,11.16,broken clouds
585,Edd,ER,13.9297,41.6925,91.63,49,99,5.21,overcast clouds
586,Edinburg,GB,55.9521,-3.1965,76.1,42,0,10.36,clear sky
587,Huaiyin,CN,33.5886,119.0192,78.55,91,41,8.25,scattered clouds
588,Wana,PK,32.2989,69.5725,76.95,66,71,4.63,broken clouds
589,Erenhot,CN,43.6475,111.9767,78.89,24,65,5.77,broken clouds
590,Cayenne,GF,4.9333,-52.3333,82.44,1,0,3.44,light rain
591,Abha,SA,18.2164,42.5053,71.42,37,75,13.8,light rain
592,Klamath Falls,US,42.2249,-121.7817,64.49,69,0,3.0,clear sky
593,Sulmona,IT,42.0479,13.9291,74.21,52,0,7.43,clear sky
594,Hayden,US,47.766,-116.7866,70.48,66,0,6.91,clear sky
595,Tucumcari,US,35.1717,-103.725,84.94,44,0,5.75,clear sky
596,Mayo,US,38.8876,-76.5119,74.39,93,100,10.36,mist
597,Smolenka,RU,52.1352,113.4974,59.07,100,40,4.47,scattered clouds
598,Adre,TD,13.4667,22.2,92.44,22,60,13.22,broken clouds
599,Santa Fe,AR,-31.6333,-60.7,75.97,61,1,8.99,light rain
600,Idaho Falls,US,43.4666,-112.0341,68.56,63,0,3.44,clear sky
601,Kharan,PK,28.5833,65.4167,90.7,49,76,10.16,broken clouds
602,Amahai,ID,-3.3333,128.9167,77.68,89,100,6.08,overcast clouds
603,Cernosice,CZ,49.9601,14.3198,64.87,94,20,6.91,light rain
604,Orlik,RU,52.5178,99.825,48.51,74,80,2.04,broken clouds
605,Bohodukhiv,UA,50.1647,35.5276,73.69,59,56,13.47,broken clouds
606,Havoysund,NO,70.9963,24.6622,52.03,81,91,7.0,overcast clouds
607,Sinnamary,GF,5.3833,-52.95,81.46,81,91,12.84,overcast clouds
608,Raton,US,36.9034,-104.4391,77.34,73,0,0.0,clear sky
609,Kuzhithurai,IN,8.3167,77.1833,80.28,75,100,14.29,light rain
610,Alice Town,BS,25.7167,-79.3,84.09,69,54,10.74,broken clouds
611,Nakhon Luang,TH,14.4628,100.6083,83.14,85,100,8.1,overcast clouds
612,Pozo Colorado,PY,-23.4923,-58.7972,92.73,21,4,16.11,clear sky
613,Dhidhdhoo,MV,6.8833,73.1,81.03,82,100,16.13,light rain
614,Naryan-Mar,RU,67.6713,53.087,63.86,56,49,12.1,scattered clouds
615,Pak Phanang,TH,8.3511,100.202,77.02,78,100,4.65,overcast clouds
616,Chippewa Falls,US,44.9369,-91.3929,75.72,56,75,6.91,broken clouds
617,Ugoofaaru,MV,5.6667,73.0,81.68,77,65,14.54,broken clouds
618,Ankazoabo,MG,-22.2833,44.5167,67.05,44,0,9.71,clear sky
619,Biltine,TD,14.5333,20.9167,96.75,22,5,10.58,clear sky
620,Oktyabrskiy,RU,54.4815,53.471,72.73,70,15,3.0,few clouds
621,Lagoa,PT,39.05,-27.9833,66.87,76,64,10.27,broken clouds
622,Ixtapa,MX,20.7,-105.2,84.22,78,40,1.99,scattered clouds
623,Matale,LK,7.4721,80.6234,74.26,85,100,8.16,overcast clouds
624,Rosetta,EG,31.4044,30.4164,80.98,70,0,12.95,clear sky
625,Peachland,CA,49.7665,-119.7357,69.67,59,58,1.99,broken clouds
626,Pangkalanbuun,ID,-2.6833,111.6167,75.22,90,100,2.75,overcast clouds
627,Betare Oya,CM,5.6,14.0833,74.64,91,85,2.91,moderate rain
628,Lagunas,PE,-5.2269,-75.6753,75.96,91,99,1.03,overcast clouds
629,Taunggyi,MM,20.7833,97.0333,65.75,94,98,2.57,overcast clouds
630,San Ignacio,BZ,17.1561,-89.0714,80.74,83,40,0.0,scattered clouds
631,Baykit,RU,61.67,96.37,63.91,60,100,1.59,overcast clouds
632,Kichera,RU,55.9375,110.0997,55.56,96,99,1.74,moderate rain
633,Chaman,PK,30.9236,66.4512,87.03,37,72,14.14,broken clouds
634,Kathmandu,NP,27.7167,85.3167,71.82,94,75,2.3,broken clouds
635,Faya,SA,18.3851,42.4509,71.71,39,99,7.02,overcast clouds
636,Bismarck,US,46.8083,-100.7837,66.04,94,100,10.36,heavy intensity rain
637,Pimentel,PE,-6.8367,-79.9342,66.49,72,75,16.11,broken clouds
638,Bahia Blanca,AR,-38.7196,-62.2724,55.72,51,0,3.27,clear sky
639,San Ramon,US,37.7799,-121.978,68.38,81,0,8.05,clear sky
640,Vestmannaeyjar,IS,63.4427,-20.2734,50.99,100,100,25.32,fog
641,Sinegorsk,RU,47.1667,142.5,53.94,82,100,2.82,overcast clouds
642,Maniitsoq,GL,65.4167,-52.9,42.24,89,100,9.48,overcast clouds
643,Canutama,BR,-6.5339,-64.3831,92.82,40,33,6.04,scattered clouds
644,Bogo,PH,11.0517,124.0055,78.66,88,100,2.37,overcast clouds
645,Bathsheba,BB,13.2167,-59.5167,86.61,84,40,24.16,scattered clouds
646,Seymchan,RU,62.8833,152.4333,47.75,85,3,7.65,clear sky
647,Kautokeino,NO,69.0125,23.0412,59.29,53,86,2.75,overcast clouds
648,Portland,US,45.5234,-122.6762,68.61,73,75,5.75,broken clouds
649,Rossland,CA,49.0831,-117.8022,64.9,69,1,1.01,clear sky
650,Liberal,US,37.0431,-100.921,84.34,51,0,4.61,clear sky
651,Coihueco,CL,-36.6167,-71.8333,47.14,93,100,19.57,moderate rain
652,Jesup,US,31.6074,-81.8854,88.95,70,75,4.61,broken clouds
653,Black Forest,US,39.0131,-104.7008,85.05,31,0,5.75,clear sky
654,Terney,RU,45.0503,136.6092,62.04,92,68,3.53,broken clouds
655,Sakakah,SA,29.9697,40.2064,103.57,6,0,13.73,clear sky
656,Salta,AR,-24.7859,-65.4117,66.79,48,40,3.44,scattered clouds
657,Springbok,ZA,-29.6643,17.8865,51.4,80,19,16.62,few clouds
658,Leshukonskoye,RU,64.8989,45.7622,65.82,53,100,1.48,overcast clouds
659,Moose Factory,CA,51.2585,-80.6094,60.8,55,0,8.05,clear sky
660,Chemainus,CA,48.9163,-123.7194,64.51,87,100,2.3,overcast clouds
661,Kungurtug,RU,50.5994,97.5228,51.94,73,92,2.24,overcast clouds
662,Howard Springs,AU,-12.497,131.047,66.11,81,84,7.54,broken clouds
663,Meiganga,CM,6.5167,14.3,71.42,92,100,1.92,light rain
664,Rawa Mazowiecka,PL,51.7644,20.2549,67.55,60,100,13.94,overcast clouds
665,Sioux Lookout,CA,50.1001,-91.917,73.47,56,40,5.75,scattered clouds
666,Upington,ZA,-28.4478,21.2561,79.18,18,0,13.8,clear sky
667,Kieta,PG,-6.2167,155.6333,78.13,80,44,6.87,scattered clouds
668,Mehamn,NO,71.0357,27.8492,55.35,82,100,4.61,overcast clouds
669,Nagato,JP,34.3833,131.2,76.91,94,18,5.08,few clouds
670,Haapiti,PF,-17.5667,-149.8667,74.93,74,88,20.29,overcast clouds
671,Mogadishu,SO,2.0371,45.3438,75.63,81,3,19.3,clear sky
672,Carballo,ES,43.213,-8.691,98.02,48,0,4.12,clear sky
673,Tiznit,MA,29.5833,-9.5,98.89,16,69,11.5,broken clouds
674,Iroquois Falls,CA,48.7669,-80.6831,67.64,51,41,6.78,scattered clouds
